Issue ID,First Observed,Last Observed,CVE,Vulnerability,domain,Certificate Common Name,ipAddress,ipAddresses,hostname,port,email,productName,productVersion,Domain,IP Address,Port,Last Observed Open,banner,Data,source,url,explanation,vulnerabilityDescription,vulnerabilityPublishDate,Last Observed
0f27b981-be65-5aef-99dc-e8db145b867f,,,,CVE-2016-8743,,,,,,,,,,,216.165.26.109,80,2020-01-08T04:14:05.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
78fa6745-3b38-5bc3-9732-dec7631faaf2,,,,CVE-2014-0226,,,,,,,,,,,216.165.26.109,80,2020-01-08T04:14:05.000Z,,,,,,"Race condition in the mod_status module in the Apache HTTP Server before 2.4.10 allows remote attackers to cause a denial of service (heap-based buffer overflow), or possibly obtain sensitive credential information or execute arbitrary code, via a crafted request that triggers improper scoreboard handling within the status_handler function in modules/generators/mod_status.c and the lua_ap_scoreboard_worker function in modules/lua/lua_request.c.",2014-07-20T04:00:00.000Z,
9e78bb9b-bc27-5dca-b936-48ad66b1ebe8,,,,CVE-2015-3183,,,,,,,,,,,216.165.26.109,80,2020-01-08T04:14:05.000Z,,,,,,"The chunked transfer coding implementation in the Apache HTTP Server before 2.4.14 does not properly parse chunk headers, which allows remote attackers to conduct HTTP request smuggling attacks via a crafted request, related to mishandling of large chunk-size values and invalid chunk-extension characters in modules/http/http_filters.c.",2015-07-20T04:00:00.000Z,
b004b45b-a820-5368-8401-b267620543da,,,,CVE-2015-0232,,,,,,,,,,,216.165.26.109,80,2020-01-08T04:14:05.000Z,,,,,,"The exif_process_unicode function in ext/exif/exif.c in PHP before 5.4.37, 5.5.x before 5.5.21, and 5.6.x before 5.6.5 allows remote attackers to execute arbitrary code or cause a denial of service (uninitialized pointer free and application crash) via crafted EXIF data in a JPEG image.",2015-01-27T05:00:00.000Z,
b3ecb2f9-1cb7-5ce5-a566-918a0180d407,,,,CVE-2014-3670,,,,,,,,,,,216.165.26.109,80,2020-01-08T04:14:05.000Z,,,,,,"The exif_ifd_make_value function in exif.c in the EXIF extension in PHP before 5.4.34, 5.5.x before 5.5.18, and 5.6.x before 5.6.2 operates on floating-point arrays incorrectly, which allows remote attackers to cause a denial of service (heap memory corruption and application crash) or possibly execute arbitrary code via a crafted JPEG image with TIFF thumbnail data that is improperly handled by the exif_thumbnail function.",2014-10-29T04:00:00.000Z,
ca4540c9-a127-56f7-9236-872a24a01d1a,,,,CVE-2017-3737,,,,,,,,,,,216.165.26.109,80,2020-01-08T04:14:05.000Z,,,,,,"OpenSSL 1.0.2 (starting from version 1.0.2b) introduced an ""error state"" mechanism. The intent was that if a fatal error occurred during a handshake then OpenSSL would move into the error state and would immediately fail if you attempted to continue the handshake. This works as designed for the explicit handshake functions (SSL_do_handshake(), SSL_accept() and SSL_connect()), however due to a bug it does not work correctly if SSL_read() or SSL_write() is called directly. In that scenario, if the handshake fails then a fatal error will be returned in the initial function call. If SSL_read()/SSL_write() is subsequently called by the application for the same SSL object then it will succeed and the data is passed without being decrypted/encrypted directly from the SSL/TLS record layer. In order to exploit this issue an application bug would have to be present that resulted in a call to SSL_read()/SSL_write() being issued after having already received a fatal error. OpenSSL version 1.0.2b-1.0.2m are affected. Fixed in OpenSSL 1.0.2n. OpenSSL 1.1.0 is not affected.",2017-12-07T05:00:00.000Z,
d3897e77-78e2-599d-924f-13beb04d5f81,,,,CVE-2017-3736,,,,,,,,,,,216.165.26.109,80,2020-01-08T04:14:05.000Z,,,,,,"There is a carry propagating bug in the x86_64 Montgomery squaring procedure in OpenSSL before 1.0.2m and 1.1.0 before 1.1.0g. No EC algorithms are affected. Analysis suggests that attacks against RSA and DSA as a result of this defect would be very difficult to perform and are not believed likely. Attacks against DH are considered just feasible (although very difficult) because most of the work necessary to deduce information about a private key may be performed offline. The amount of resources required for such an attack would be very significant and likely only accessible to a limited number of attackers. An attacker would additionally need online access to an unpatched system using the target private key in a scenario with persistent DH parameters and a private key that is shared between multiple clients. This only affects processors that support the BMI1, BMI2 and ADX extensions like Intel Broadwell (5th generation) and later or AMD Ryzen.",2017-11-02T04:00:00.000Z,
e0b90231-7411-53b0-93f1-64ce8ea8057a,,,,CVE-2015-3185,,,,,,,,,,,216.165.26.109,80,2020-01-08T04:14:05.000Z,,,,,,"The ap_some_auth_required function in server/request.c in the Apache HTTP Server 2.4.x before 2.4.14 does not consider that a Require directive may be associated with an authorization setting rather than an authentication setting, which allows remote attackers to bypass intended access restrictions in opportunistic circumstances by leveraging the presence of a module that relies on the 2.2 API behavior.",2015-07-20T04:00:00.000Z,
eec31a4d-10ae-5c94-ad0e-1074a4243aef,,,,CVE-2014-3597,,,,,,,,,,,216.165.26.109,80,2020-01-08T04:14:05.000Z,,,,,,"Multiple buffer overflows in the php_parserr function in ext/standard/dns.c in PHP before 5.4.32 and 5.5.x before 5.5.16 allow remote DNS servers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted DNS record, related to the dns_get_record function and the dn_expand function. NOTE: this issue exists because of an incomplete fix for CVE-2014-4049.",2014-08-22T04:00:00.000Z,
4b1c7a35-b8bf-53c5-96ef-5872ecb909d4,,,,CVE-2014-3566,,,,,,,,,,,128.122.121.159,443,2020-01-08T03:24:10.726Z,,,,,,"The SSL protocol 3.0, as used in OpenSSL through 1.0.1i and other products, uses nondeterministic CBC padding, which makes it easier for man-in-the-middle attackers to obtain cleartext data via a padding-oracle attack, aka the ""POODLE"" issue.",2014-10-14T04:00:00.000Z,
c158979b-3765-5774-bb5e-445505373262,,,,CVE-2016-8743,,,,,,,,,,,128.122.133.153,80,2020-01-08T03:00:33.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
1c458bd1-d2c8-526e-9d29-7a48d1113ec8,,,,CVE-2016-8743,,,,,,,,,,,128.122.108.12,80,2020-01-08T02:32:54.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
28e2949b-3a6d-5e9d-86df-43ddbb40b4eb,,,,CVE-2015-3197,,,,,,,,,,,128.122.85.67,80,2020-01-08T01:52:52.000Z,,,,,,"ssl/s2_srvr.c in OpenSSL 1.0.1 before 1.0.1r and 1.0.2 before 1.0.2f does not prevent use of disabled ciphers, which makes it easier for man-in-the-middle attackers to defeat cryptographic protection mechanisms by performing computations on SSLv2 traffic, related to the get_client_master_key and get_client_hello functions.",2016-02-14T05:00:00.000Z,
33e52eea-28d5-5a40-9736-8ecf58df8278,,,,CVE-2015-3195,,,,,,,,,,,128.122.85.67,80,2020-01-08T01:52:52.000Z,,,,,,"The ASN1_TFLG_COMBINE implementation in crypto/asn1/tasn_dec.c in OpenSSL before 0.9.8zh, 1.0.0 before 1.0.0t, 1.0.1 before 1.0.1q, and 1.0.2 before 1.0.2e mishandles errors caused by malformed X509_ATTRIBUTE data, which allows remote attackers to obtain sensitive information from process memory by triggering a decoding failure in a PKCS#7 or CMS application.",2015-12-06T05:00:00.000Z,
77c3958f-978f-5679-b24a-75193a4fcbec,,,,CVE-2015-3194,,,,,,,,,,,128.122.85.67,80,2020-01-08T01:52:52.000Z,,,,,,crypto/rsa/rsa_ameth.c in OpenSSL 1.0.1 before 1.0.1q and 1.0.2 before 1.0.2e allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via an RSA PSS ASN.1 signature that lacks a mask generation function parameter.,2015-12-06T05:00:00.000Z,
ce99146a-0072-5ffe-972b-93a60f860856,,,,CVE-2016-0703,,,,,,,,,,,128.122.85.67,80,2020-01-08T01:52:52.000Z,,,,,,"The get_client_master_key function in s2_srvr.c in the SSLv2 implementation in OpenSSL before 0.9.8zf, 1.0.0 before 1.0.0r, 1.0.1 before 1.0.1m, and 1.0.2 before 1.0.2a accepts a nonzero CLIENT-MASTER-KEY CLEAR-KEY-LENGTH value for an arbitrary cipher, which allows man-in-the-middle attackers to determine the MASTER-KEY value and decrypt TLS ciphertext data by leveraging a Bleichenbacher RSA padding oracle, a related issue to CVE-2016-0800.",2016-03-02T05:00:00.000Z,
7381bfe6-5a77-57bf-a059-84481bfcb7ec,,,,CVE-2016-8743,,,,,,,,,,,128.122.130.19,80,2020-01-08T01:28:13.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
c626b00b-e40d-5dfa-ab0f-d408a48f5498,,,,CVE-2014-3566,,,,,,,,,,,216.165.83.77,443,2020-01-07T20:22:52.088Z,,,,,,"The SSL protocol 3.0, as used in OpenSSL through 1.0.1i and other products, uses nondeterministic CBC padding, which makes it easier for man-in-the-middle attackers to obtain cleartext data via a padding-oracle attack, aka the ""POODLE"" issue.",2014-10-14T04:00:00.000Z,
390f211f-8730-59cf-8c3b-4f448a057cae,,,,CVE-2015-4021,,,,,,,,,,,216.165.26.240,80,2020-01-07T20:09:30.000Z,,,,,,"The phar_parse_tarfile function in ext/phar/tar.c in PHP before 5.4.41, 5.5.x before 5.5.25, and 5.6.x before 5.6.9 does not verify that the first character of a filename is different from the \0 character, which allows remote attackers to cause a denial of service (integer underflow and memory corruption) via a crafted entry in a tar archive.",2015-06-09T04:00:00.000Z,
87273d72-a83e-5e6d-906e-164036078297,,,,CVE-2015-2783,,,,,,,,,,,216.165.26.240,80,2020-01-07T20:09:30.000Z,,,,,,"ext/phar/phar.c in PHP before 5.4.40, 5.5.x before 5.5.24, and 5.6.x before 5.6.8 allows remote attackers to obtain sensitive information from process memory or cause a denial of service (buffer over-read and application crash) via a crafted length value in conjunction with crafted serialized data in a phar archive, related to the phar_parse_metadata and phar_parse_pharfile functions.",2015-06-09T04:00:00.000Z,
ad15b3d0-6848-5762-aa66-6101283df24c,,,,CVE-2015-3330,,,,,,,,,,,216.165.26.240,80,2020-01-07T20:09:30.000Z,,,,,,"The php_handler function in sapi/apache2handler/sapi_apache2.c in PHP before 5.4.40, 5.5.x before 5.5.24, and 5.6.x before 5.6.8, when the Apache HTTP Server 2.4.x is used, allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via pipelined HTTP requests that result in a ""deconfigured interpreter.""",2015-06-09T04:00:00.000Z,
e03c83ea-d343-500e-8d35-03f88ab25cf9,,,,CVE-2015-4024,,,,,,,,,,,216.165.26.240,80,2020-01-07T20:09:30.000Z,,,,,,"Algorithmic complexity vulnerability in the multipart_buffer_headers function in main/rfc1867.c in PHP before 5.4.41, 5.5.x before 5.5.25, and 5.6.x before 5.6.9 allows remote attackers to cause a denial of service (CPU consumption) via crafted form data that triggers an improper order-of-growth outcome.",2015-06-09T04:00:00.000Z,
d6146cd1-7f48-5ae9-8ef1-026489fc892a,,,,CVE-2017-7529,,,,,,,,,,,128.122.26.159,80,2020-01-07T16:53:12.000Z,,,,,,Nginx versions since 0.5.6 up to and including 1.13.2 are vulnerable to integer overflow vulnerability in nginx range filter module resulting into leak of potentially sensitive information triggered by specially crafted request.,2017-07-13T04:00:00.000Z,
9fdec069-7f35-5d46-97a1-6cb347075f5a,,,,CVE-2016-8743,,,,,,,,,,,128.122.108.161,80,2020-01-07T16:28:36.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
66d5a235-d1e7-5940-a2bd-320ef1438411,,,,CVE-2016-8743,,,,,,,,,,,128.122.130.52,80,2020-01-07T13:30:43.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
904fd3a9-ce53-5591-8176-e2c8207741e6,,,,CVE-2016-0703,,,,,,,,,,,128.122.128.34,80,2020-01-07T13:13:12.000Z,,,,,,"The get_client_master_key function in s2_srvr.c in the SSLv2 implementation in OpenSSL before 0.9.8zf, 1.0.0 before 1.0.0r, 1.0.1 before 1.0.1m, and 1.0.2 before 1.0.2a accepts a nonzero CLIENT-MASTER-KEY CLEAR-KEY-LENGTH value for an arbitrary cipher, which allows man-in-the-middle attackers to determine the MASTER-KEY value and decrypt TLS ciphertext data by leveraging a Bleichenbacher RSA padding oracle, a related issue to CVE-2016-0800.",2016-03-02T05:00:00.000Z,
2ae4c3f9-4283-5ceb-beb9-8faa50e89b72,,,,CVE-2017-7529,,,,,,,,,,,128.122.85.97,80,2020-01-07T12:51:21.000Z,,,,,,Nginx versions since 0.5.6 up to and including 1.13.2 are vulnerable to integer overflow vulnerability in nginx range filter module resulting into leak of potentially sensitive information triggered by specially crafted request.,2017-07-13T04:00:00.000Z,
7e4c19a3-5356-5b2a-91b8-5df8e54fb218,,,,CVE-2016-4450,,,,,,,,,,,128.122.85.97,80,2020-01-07T12:51:21.000Z,,,,,,"os/unix/ngx_files.c in nginx before 1.10.1 and 1.11.x before 1.11.1 allows remote attackers to cause a denial of service (NULL pointer dereference and worker process crash) via a crafted request, involving writing a client request body to a temporary file.",2016-06-07T04:00:00.000Z,
f4a6cfea-4601-520a-998e-7f7e651b2d17,,,,CVE-2014-3556,,,,,,,,,,,128.122.85.97,80,2020-01-07T12:51:21.000Z,,,,,,"The STARTTLS implementation in mail/ngx_mail_smtp_handler.c in the SMTP proxy in nginx 1.5.x and 1.6.x before 1.6.1 and 1.7.x before 1.7.4 does not properly restrict I/O buffering, which allows man-in-the-middle attackers to insert commands into encrypted SMTP sessions by sending a cleartext command that is processed after TLS is in place, related to a ""plaintext command injection"" attack, a similar issue to CVE-2011-0411.",2014-12-29T05:00:00.000Z,
a7f9a25a-af9f-555a-a362-b70a4f2e97d1,,,,CVE-2016-8743,,,,,,,,,,,128.122.4.26,80,2020-01-07T11:40:26.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
0a43ffdd-169b-51f9-9c4a-7fa4e82cbf1c,,,,CVE-2015-3183,,,,,,,,,,,128.122.49.20,80,2020-01-07T09:49:45.000Z,,,,,,"The chunked transfer coding implementation in the Apache HTTP Server before 2.4.14 does not properly parse chunk headers, which allows remote attackers to conduct HTTP request smuggling attacks via a crafted request, related to mishandling of large chunk-size values and invalid chunk-extension characters in modules/http/http_filters.c.",2015-07-20T04:00:00.000Z,
15972e28-7dc0-5601-8518-2a4edb8ebbe1,,,,CVE-2014-0226,,,,,,,,,,,128.122.49.20,80,2020-01-07T09:49:45.000Z,,,,,,"Race condition in the mod_status module in the Apache HTTP Server before 2.4.10 allows remote attackers to cause a denial of service (heap-based buffer overflow), or possibly obtain sensitive credential information or execute arbitrary code, via a crafted request that triggers improper scoreboard handling within the status_handler function in modules/generators/mod_status.c and the lua_ap_scoreboard_worker function in modules/lua/lua_request.c.",2014-07-20T04:00:00.000Z,
30727352-aade-593b-9ae0-f75d4230f865,,,,CVE-2017-3737,,,,,,,,,,,128.122.49.20,80,2020-01-07T09:49:45.000Z,,,,,,"OpenSSL 1.0.2 (starting from version 1.0.2b) introduced an ""error state"" mechanism. The intent was that if a fatal error occurred during a handshake then OpenSSL would move into the error state and would immediately fail if you attempted to continue the handshake. This works as designed for the explicit handshake functions (SSL_do_handshake(), SSL_accept() and SSL_connect()), however due to a bug it does not work correctly if SSL_read() or SSL_write() is called directly. In that scenario, if the handshake fails then a fatal error will be returned in the initial function call. If SSL_read()/SSL_write() is subsequently called by the application for the same SSL object then it will succeed and the data is passed without being decrypted/encrypted directly from the SSL/TLS record layer. In order to exploit this issue an application bug would have to be present that resulted in a call to SSL_read()/SSL_write() being issued after having already received a fatal error. OpenSSL version 1.0.2b-1.0.2m are affected. Fixed in OpenSSL 1.0.2n. OpenSSL 1.1.0 is not affected.",2017-12-07T05:00:00.000Z,
378113cc-81ea-560b-b93b-324147f70f3c,,,,CVE-2017-3736,,,,,,,,,,,128.122.49.20,80,2020-01-07T09:49:45.000Z,,,,,,"There is a carry propagating bug in the x86_64 Montgomery squaring procedure in OpenSSL before 1.0.2m and 1.1.0 before 1.1.0g. No EC algorithms are affected. Analysis suggests that attacks against RSA and DSA as a result of this defect would be very difficult to perform and are not believed likely. Attacks against DH are considered just feasible (although very difficult) because most of the work necessary to deduce information about a private key may be performed offline. The amount of resources required for such an attack would be very significant and likely only accessible to a limited number of attackers. An attacker would additionally need online access to an unpatched system using the target private key in a scenario with persistent DH parameters and a private key that is shared between multiple clients. This only affects processors that support the BMI1, BMI2 and ADX extensions like Intel Broadwell (5th generation) and later or AMD Ryzen.",2017-11-02T04:00:00.000Z,
67482ec8-a66f-5f24-bd45-fcadb5e8730a,,,,CVE-2016-8743,,,,,,,,,,,128.122.49.20,80,2020-01-07T09:49:45.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
8cacf3d1-e41b-5369-a346-383f2604ff74,,,,CVE-2014-3597,,,,,,,,,,,128.122.49.20,80,2020-01-07T09:49:45.000Z,,,,,,"Multiple buffer overflows in the php_parserr function in ext/standard/dns.c in PHP before 5.4.32 and 5.5.x before 5.5.16 allow remote DNS servers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted DNS record, related to the dns_get_record function and the dn_expand function. NOTE: this issue exists because of an incomplete fix for CVE-2014-4049.",2014-08-22T04:00:00.000Z,
918d3ea3-1bab-5aac-ad86-565cd2924b3c,,,,CVE-2015-3185,,,,,,,,,,,128.122.49.20,80,2020-01-07T09:49:45.000Z,,,,,,"The ap_some_auth_required function in server/request.c in the Apache HTTP Server 2.4.x before 2.4.14 does not consider that a Require directive may be associated with an authorization setting rather than an authentication setting, which allows remote attackers to bypass intended access restrictions in opportunistic circumstances by leveraging the presence of a module that relies on the 2.2 API behavior.",2015-07-20T04:00:00.000Z,
db947597-485c-5432-9903-d60454f7f543,,,,CVE-2015-0232,,,,,,,,,,,128.122.49.20,80,2020-01-07T09:49:45.000Z,,,,,,"The exif_process_unicode function in ext/exif/exif.c in PHP before 5.4.37, 5.5.x before 5.5.21, and 5.6.x before 5.6.5 allows remote attackers to execute arbitrary code or cause a denial of service (uninitialized pointer free and application crash) via crafted EXIF data in a JPEG image.",2015-01-27T05:00:00.000Z,
eea8d73d-090d-5257-9f15-70771817339e,,,,CVE-2017-3738,,,,,,,,,,,128.122.49.20,80,2020-01-07T09:49:45.000Z,,,,,,"There is an overflow bug in the AVX2 Montgomery multiplication procedure used in exponentiation with 1024-bit moduli. No EC algorithms are affected. Analysis suggests that attacks against RSA and DSA as a result of this defect would be very difficult to perform and are not believed likely. Attacks against DH1024 are considered just feasible, because most of the work necessary to deduce information about a private key may be performed offline. The amount of resources required for such an attack would be significant. However, for an attack on TLS to be meaningful, the server would have to share the DH1024 private key among multiple clients, which is no longer an option since CVE-2016-0701. This only affects processors that support the AVX2 but not ADX extensions like Intel Haswell (4th generation). Note: The impact from this issue is similar to CVE-2017-3736, CVE-2017-3732 and CVE-2015-3193. OpenSSL version 1.0.2-1.0.2m and 1.1.0-1.1.0g are affected. Fixed in OpenSSL 1.0.2n. Due to the low severity of this issue we are not issuing a new release of OpenSSL 1.1.0 at this time. The fix will be included in OpenSSL 1.1.0h when it becomes available. The fix is also available in commit e502cc86d in the OpenSSL git repository.",2017-12-07T05:00:00.000Z,
f055a985-7693-5d26-acfb-1a8fec9e6c00,,,,CVE-2014-3670,,,,,,,,,,,128.122.49.20,80,2020-01-07T09:49:45.000Z,,,,,,"The exif_ifd_make_value function in exif.c in the EXIF extension in PHP before 5.4.34, 5.5.x before 5.5.18, and 5.6.x before 5.6.2 operates on floating-point arrays incorrectly, which allows remote attackers to cause a denial of service (heap memory corruption and application crash) or possibly execute arbitrary code via a crafted JPEG image with TIFF thumbnail data that is improperly handled by the exif_thumbnail function.",2014-10-29T04:00:00.000Z,
8b45e019-89f2-5143-ad40-4cb953616a07,,,,CVE-2016-8743,,,,,,,,,,,128.122.238.193,80,2020-01-07T05:40:07.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
23fad2c3-041b-5cd7-8201-5b88534d815f,,,,CVE-2016-8743,,,,,,,,,,,128.122.34.211,80,2020-01-07T03:44:34.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
d1713659-87bd-53f2-81ab-15a779c72e9a,,,,CVE-2015-3185,,,,,,,,,,,128.122.34.211,80,2020-01-07T03:44:34.000Z,,,,,,"The ap_some_auth_required function in server/request.c in the Apache HTTP Server 2.4.x before 2.4.14 does not consider that a Require directive may be associated with an authorization setting rather than an authentication setting, which allows remote attackers to bypass intended access restrictions in opportunistic circumstances by leveraging the presence of a module that relies on the 2.2 API behavior.",2015-07-20T04:00:00.000Z,
dd74ba86-55e2-52f8-8fc6-db85976a550c,,,,CVE-2014-0226,,,,,,,,,,,128.122.34.211,80,2020-01-07T03:44:34.000Z,,,,,,"Race condition in the mod_status module in the Apache HTTP Server before 2.4.10 allows remote attackers to cause a denial of service (heap-based buffer overflow), or possibly obtain sensitive credential information or execute arbitrary code, via a crafted request that triggers improper scoreboard handling within the status_handler function in modules/generators/mod_status.c and the lua_ap_scoreboard_worker function in modules/lua/lua_request.c.",2014-07-20T04:00:00.000Z,
e42e5e97-e281-51ca-ad7d-a613a5349f62,,,,CVE-2015-3183,,,,,,,,,,,128.122.34.211,80,2020-01-07T03:44:34.000Z,,,,,,"The chunked transfer coding implementation in the Apache HTTP Server before 2.4.14 does not properly parse chunk headers, which allows remote attackers to conduct HTTP request smuggling attacks via a crafted request, related to mishandling of large chunk-size values and invalid chunk-extension characters in modules/http/http_filters.c.",2015-07-20T04:00:00.000Z,
5d873ef7-1bda-5fda-92c3-4f2128c57620,,,,CVE-2014-3566,,,,,,,,,,,128.122.108.158,443,2020-01-07T02:21:10.582Z,,,,,,"The SSL protocol 3.0, as used in OpenSSL through 1.0.1i and other products, uses nondeterministic CBC padding, which makes it easier for man-in-the-middle attackers to obtain cleartext data via a padding-oracle attack, aka the ""POODLE"" issue.",2014-10-14T04:00:00.000Z,
5e47cb34-7050-56ee-9e58-72c516940fcf,,,,CVE-2014-3566,,,,,,,,,,,128.238.63.88,443,2020-01-07T02:17:11.753Z,,,,,,"The SSL protocol 3.0, as used in OpenSSL through 1.0.1i and other products, uses nondeterministic CBC padding, which makes it easier for man-in-the-middle attackers to obtain cleartext data via a padding-oracle attack, aka the ""POODLE"" issue.",2014-10-14T04:00:00.000Z,
3662823a-d5c6-514a-a983-6941fe4b8cee,,,,CVE-2017-3736,,,,,,,,,,,216.165.47.13,80,2020-01-07T00:58:38.000Z,,,,,,"There is a carry propagating bug in the x86_64 Montgomery squaring procedure in OpenSSL before 1.0.2m and 1.1.0 before 1.1.0g. No EC algorithms are affected. Analysis suggests that attacks against RSA and DSA as a result of this defect would be very difficult to perform and are not believed likely. Attacks against DH are considered just feasible (although very difficult) because most of the work necessary to deduce information about a private key may be performed offline. The amount of resources required for such an attack would be very significant and likely only accessible to a limited number of attackers. An attacker would additionally need online access to an unpatched system using the target private key in a scenario with persistent DH parameters and a private key that is shared between multiple clients. This only affects processors that support the BMI1, BMI2 and ADX extensions like Intel Broadwell (5th generation) and later or AMD Ryzen.",2017-11-02T04:00:00.000Z,
6dbd8108-d54f-575b-8edd-ef8614e91d73,,,,CVE-2017-3737,,,,,,,,,,,216.165.47.13,80,2020-01-07T00:58:38.000Z,,,,,,"OpenSSL 1.0.2 (starting from version 1.0.2b) introduced an ""error state"" mechanism. The intent was that if a fatal error occurred during a handshake then OpenSSL would move into the error state and would immediately fail if you attempted to continue the handshake. This works as designed for the explicit handshake functions (SSL_do_handshake(), SSL_accept() and SSL_connect()), however due to a bug it does not work correctly if SSL_read() or SSL_write() is called directly. In that scenario, if the handshake fails then a fatal error will be returned in the initial function call. If SSL_read()/SSL_write() is subsequently called by the application for the same SSL object then it will succeed and the data is passed without being decrypted/encrypted directly from the SSL/TLS record layer. In order to exploit this issue an application bug would have to be present that resulted in a call to SSL_read()/SSL_write() being issued after having already received a fatal error. OpenSSL version 1.0.2b-1.0.2m are affected. Fixed in OpenSSL 1.0.2n. OpenSSL 1.1.0 is not affected.",2017-12-07T05:00:00.000Z,
90ee2656-39e7-5227-97f8-fbdf1e28826c,,,,CVE-2015-3185,,,,,,,,,,,216.165.47.13,80,2020-01-07T00:58:38.000Z,,,,,,"The ap_some_auth_required function in server/request.c in the Apache HTTP Server 2.4.x before 2.4.14 does not consider that a Require directive may be associated with an authorization setting rather than an authentication setting, which allows remote attackers to bypass intended access restrictions in opportunistic circumstances by leveraging the presence of a module that relies on the 2.2 API behavior.",2015-07-20T04:00:00.000Z,
972f8388-e7eb-52a9-bd2f-74bc2959a0d3,,,,CVE-2015-3183,,,,,,,,,,,216.165.47.13,80,2020-01-07T00:58:38.000Z,,,,,,"The chunked transfer coding implementation in the Apache HTTP Server before 2.4.14 does not properly parse chunk headers, which allows remote attackers to conduct HTTP request smuggling attacks via a crafted request, related to mishandling of large chunk-size values and invalid chunk-extension characters in modules/http/http_filters.c.",2015-07-20T04:00:00.000Z,
98945c50-9d34-5ffe-8fdc-2ea8189a4074,,,,CVE-2014-0226,,,,,,,,,,,216.165.47.13,80,2020-01-07T00:58:38.000Z,,,,,,"Race condition in the mod_status module in the Apache HTTP Server before 2.4.10 allows remote attackers to cause a denial of service (heap-based buffer overflow), or possibly obtain sensitive credential information or execute arbitrary code, via a crafted request that triggers improper scoreboard handling within the status_handler function in modules/generators/mod_status.c and the lua_ap_scoreboard_worker function in modules/lua/lua_request.c.",2014-07-20T04:00:00.000Z,
